ZONE,DIV,YEAR,MONTH,DAY,DATE,DEATHS
8,96,2015,6,25,25-06-2015,1
8,96,2015,6,25,25-06-2015,1
8,96,2015,6,25,25-06-2015,1
8,96,2015,6,26,26-06-2015,1
8,96,2015,6,26,26-06-2015,1
8,96,2015,6,26,26-06-2015,1
8,96,2015,6,28,28-06-2015,1
8,96,2015,6,28,28-06-2015,1
8,96,2015,6,29,29-06-2015,1
8,96,2015,6,30,30-06-2015,1
8,96,2015,7,1,01-07-2015,1
8,96,2015,7,1,01-07-2015,1
8,96,2015,7,1,01-07-2015,1
8,96,2015,7,1,01-07-2015,1
8,96,2015,7,2,02-07-2015,1
8,96,2015,7,2,02-07-2015,1
8,96,2015,7,3,03-07-2015,1
8,96,2015,7,3,03-07-2015,1
8,96,2015,7,4,04-07-2015,1
8,96,2015,7,6,06-07-2015,1
8,96,2015,7,7,07-07-2015,1
8,96,2015,7,7,07-07-2015,1
8,96,2015,7,7,07-07-2015,1
8,96,2015,7,7,07-07-2015,1
8,96,2015,7,9,09-07-2015,1
8,96,2015,7,9,09-07-2015,1
8,96,2015,7,10,10-07-2015,1
8,96,2015,7,12,12-07-2015,1
8,96,2015,7,13,13-07-2015,1
8,96,2015,7,13,13-07-2015,1
8,96,2015,7,14,14-07-2015,1
8,96,2015,7,15,15-07-2015,1
8,96,2015,7,16,16-07-2015,1
8,96,2015,7,16,16-07-2015,1
8,96,2015,7,17,17-07-2015,1
8,96,2015,7,18,18-07-2015,1
8,96,2015,7,20,20-07-2015,1
8,96,2015,7,24,24-07-2015,1
8,96,2015,7,26,26-07-2015,1
8,96,2015,7,28,28-07-2015,1
8,96,2015,7,30,30-07-2015,1
8,96,2015,7,31,31-07-2015,1
8,96,2015,7,31,31-07-2015,1
8,96,2015,7,31,31-07-2015,1
8,96,2015,8,1,01-08-2015,1
8,96,2015,8,2,02-08-2015,1
8,96,2015,8,3,03-08-2015,1
8,96,2015,8,5,05-08-2015,1
8,96,2015,8,6,06-08-2015,1
8,96,2015,8,6,06-08-2015,1
8,96,2015,8,6,06-08-2015,1
8,96,2015,8,7,07-08-2015,1
8,96,2015,8,7,07-08-2015,1
8,96,2015,8,7,07-08-2015,1
8,96,2015,8,8,08-08-2015,1
8,96,2015,8,8,08-08-2015,1
8,96,2015,8,10,10-08-2015,1
8,96,2015,8,11,11-08-2015,1
8,96,2015,8,11,11-08-2015,1
8,96,2015,8,12,12-08-2015,1
8,96,2015,8,13,13-08-2015,1
8,96,2015,8,13,13-08-2015,1
8,96,2015,8,17,17-08-2015,1
8,96,2015,8,20,20-08-2015,1
8,96,2015,8,20,20-08-2015,1
8,96,2015,8,21,21-08-2015,1
8,96,2015,8,21,21-08-2015,1
8,96,2015,8,22,22-08-2015,1
8,96,2015,8,23,23-08-2015,1
8,96,2015,8,25,25-08-2015,1
8,96,2015,8,27,27-08-2015,1
8,96,2015,8,27,27-08-2015,1
8,96,2015,8,28,28-08-2015,1
8,96,2015,8,29,29-08-2015,1
8,96,2015,8,30,30-08-2015,1
8,96,2015,8,31,31-08-2015,1
8,96,2015,8,31,31-08-2015,1
8,96,2015,9,1,01-09-2015,1
8,96,2015,9,2,02-09-2015,1
8,96,2015,9,3,03-09-2015,1
8,96,2015,9,5,05-09-2015,1
8,96,2015,9,6,06-09-2015,1
8,96,2015,9,6,06-09-2015,1
8,96,2015,9,6,06-09-2015,1
8,96,2015,9,7,07-09-2015,1
8,96,2015,9,8,08-09-2015,1
8,96,2015,9,9,09-09-2015,1
8,96,2015,9,9,09-09-2015,1
8,96,2015,9,9,09-09-2015,1
8,96,2015,9,9,09-09-2015,1
8,96,2015,9,9,09-09-2015,1
8,96,2015,9,9,09-09-2015,1
8,96,2015,9,11,11-09-2015,1
8,96,2015,9,15,15-09-2015,1
8,96,2015,9,16,16-09-2015,1
8,96,2015,9,18,18-09-2015,1
8,96,2015,9,18,18-09-2015,1
8,96,2015,9,20,20-09-2015,1
8,96,2015,9,20,20-09-2015,1
8,96,2015,9,20,20-09-2015,1
8,96,2015,9,21,21-09-2015,1
8,96,2015,9,22,22-09-2015,1
8,96,2015,9,23,23-09-2015,1
8,96,2015,9,24,24-09-2015,1
8,96,2015,9,24,24-09-2015,1
8,96,2015,9,25,25-09-2015,1
8,96,2015,9,26,26-09-2015,1
8,96,2015,9,26,26-09-2015,1
8,96,2015,9,28,28-09-2015,1
8,96,2015,9,29,29-09-2015,1
8,96,2015,10,2,02-10-2015,1
8,96,2015,10,3,03-10-2015,1
8,96,2015,10,4,04-10-2015,1
8,96,2015,10,5,05-10-2015,1
8,96,2015,10,5,05-10-2015,1
8,96,2015,10,6,06-10-2015,1
8,96,2015,10,6,06-10-2015,1
8,96,2015,10,6,06-10-2015,1
8,96,2015,10,6,06-10-2015,1
8,96,2015,10,7,07-10-2015,1
8,96,2015,10,7,07-10-2015,1
8,96,2015,10,7,07-10-2015,1
8,96,2015,10,8,08-10-2015,1
8,96,2015,10,8,08-10-2015,1
8,96,2015,10,9,09-10-2015,1
8,96,2015,10,9,09-10-2015,1
8,96,2015,10,10,10-10-2015,1
8,96,2015,10,10,10-10-2015,1
8,96,2015,10,11,11-10-2015,1
8,96,2015,10,11,11-10-2015,1
8,96,2015,10,11,11-10-2015,1
8,96,2015,10,11,11-10-2015,1
8,96,2015,10,12,12-10-2015,1
8,96,2015,10,14,14-10-2015,1
8,96,2015,10,14,14-10-2015,1
8,96,2015,10,14,14-10-2015,1
8,96,2015,10,14,14-10-2015,1
8,96,2015,10,14,14-10-2015,1
8,96,2015,10,15,15-10-2015,1
8,96,2015,10,17,17-10-2015,1
8,96,2015,10,17,17-10-2015,1
8,96,2015,10,18,18-10-2015,1
8,96,2015,10,18,18-10-2015,1
8,96,2015,10,20,20-10-2015,1
8,96,2015,10,20,20-10-2015,1
8,96,2015,10,21,21-10-2015,1
8,96,2015,10,21,21-10-2015,1
8,96,2015,10,22,22-10-2015,1
8,96,2015,10,24,24-10-2015,1
8,96,2015,10,24,24-10-2015,1
8,96,2015,10,25,25-10-2015,1
8,96,2015,10,26,26-10-2015,1
8,96,2015,10,26,26-10-2015,1
8,96,2015,10,26,26-10-2015,1
8,96,2015,10,27,27-10-2015,1
8,96,2015,10,27,27-10-2015,1
8,96,2015,10,28,28-10-2015,1
8,96,2015,10,29,29-10-2015,1
8,96,2015,10,30,30-10-2015,1
8,96,2015,10,30,30-10-2015,1
8,96,2015,10,30,30-10-2015,1
8,96,2015,10,31,31-10-2015,1
8,96,2015,10,31,31-10-2015,1
8,96,2015,11,1,01-11-2015,1
8,96,2015,11,2,02-11-2015,1
8,96,2015,11,2,02-11-2015,1
8,96,2015,11,3,03-11-2015,1
8,96,2015,11,3,03-11-2015,1
8,96,2015,11,4,04-11-2015,1
8,96,2015,11,4,04-11-2015,1
8,96,2015,11,4,04-11-2015,1
8,96,2015,11,5,05-11-2015,1
8,96,2015,11,5,05-11-2015,1
8,96,2015,11,5,05-11-2015,1
8,96,2015,11,6,06-11-2015,1
8,96,2015,11,6,06-11-2015,1
8,96,2015,11,7,07-11-2015,1
8,96,2015,11,8,08-11-2015,1
8,96,2015,11,9,09-11-2015,1
8,96,2015,11,9,09-11-2015,1
8,96,2015,11,9,09-11-2015,1
8,96,2015,11,11,11-11-2015,1
8,96,2015,11,11,11-11-2015,1
8,96,2015,11,12,12-11-2015,1
8,96,2015,11,12,12-11-2015,1
8,96,2015,11,12,12-11-2015,1
8,96,2015,11,12,12-11-2015,1
8,96,2015,11,13,13-11-2015,1
8,96,2015,11,15,15-11-2015,1
8,96,2015,11,15,15-11-2015,1
8,96,2015,11,15,15-11-2015,1
8,96,2015,11,16,16-11-2015,1
8,96,2015,11,17,17-11-2015,1
8,96,2015,11,17,17-11-2015,1
8,96,2015,11,18,18-11-2015,1
8,96,2015,11,18,18-11-2015,1
8,96,2015,11,18,18-11-2015,1
8,96,2015,11,18,18-11-2015,1
8,96,2015,11,21,21-11-2015,1
8,96,2015,11,22,22-11-2015,1
8,96,2015,11,23,23-11-2015,1
8,96,2015,11,23,23-11-2015,1
8,96,2015,11,24,24-11-2015,1
8,96,2015,11,24,24-11-2015,1
8,96,2015,11,25,25-11-2015,1
8,96,2015,11,25,25-11-2015,1
8,96,2015,11,25,25-11-2015,1
8,96,2015,11,26,26-11-2015,1
8,96,2015,11,26,26-11-2015,1
8,96,2015,11,26,26-11-2015,1
8,96,2015,11,27,27-11-2015,1
8,96,2015,11,28,28-11-2015,1
8,96,2015,11,29,29-11-2015,1
8,96,2015,11,29,29-11-2015,1
8,96,2015,11,30,30-11-2015,1
8,96,2015,12,1,01-12-2015,1
8,96,2015,12,1,01-12-2015,1
8,96,2015,12,2,02-12-2015,1
8,96,2015,12,3,03-12-2015,1
8,96,2015,12,3,03-12-2015,1
8,96,2015,12,5,05-12-2015,1
8,96,2015,12,5,05-12-2015,1
8,96,2015,12,6,06-12-2015,1
8,96,2015,12,6,06-12-2015,1
8,96,2015,12,7,07-12-2015,1
8,96,2015,12,8,08-12-2015,1
8,96,2015,12,8,08-12-2015,1
8,96,2015,12,8,08-12-2015,1
8,96,2015,12,8,08-12-2015,1
8,96,2015,12,10,10-12-2015,1
8,96,2015,12,10,10-12-2015,1
8,96,2015,12,11,11-12-2015,1
8,96,2015,12,12,12-12-2015,1
8,96,2015,12,14,14-12-2015,1
8,96,2015,12,14,14-12-2015,1
8,96,2015,12,14,14-12-2015,1
8,96,2015,12,14,14-12-2015,1
8,96,2015,12,14,14-12-2015,1
8,96,2015,12,14,14-12-2015,1
8,96,2015,12,14,14-12-2015,1
8,96,2015,12,15,15-12-2015,1
8,96,2015,12,15,15-12-2015,1
8,96,2015,12,16,16-12-2015,1
8,96,2015,12,16,16-12-2015,1
8,96,2015,12,19,19-12-2015,1
8,96,2015,12,20,20-12-2015,1
8,96,2015,12,20,20-12-2015,1
8,96,2015,12,20,20-12-2015,1
8,96,2015,12,20,20-12-2015,1
8,96,2015,12,21,21-12-2015,1
8,96,2015,12,21,21-12-2015,1
8,96,2015,12,22,22-12-2015,1
8,96,2015,12,22,22-12-2015,1
8,96,2015,12,22,22-12-2015,1
8,96,2015,12,23,23-12-2015,1
8,96,2015,12,24,24-12-2015,1
8,96,2015,12,24,24-12-2015,1
8,96,2015,12,25,25-12-2015,1
8,96,2015,12,26,26-12-2015,1
8,96,2015,12,27,27-12-2015,1
8,96,2015,12,27,27-12-2015,1
8,96,2015,12,27,27-12-2015,1
8,96,2015,12,27,27-12-2015,1
8,96,2015,12,28,28-12-2015,1
8,96,2015,12,29,29-12-2015,1
8,96,2015,12,31,31-12-2015,1
8,96,2015,12,31,31-12-2015,1
8,97,2015,1,5,05-01-2015,1
8,97,2015,1,14,14-01-2015,1
8,97,2015,1,15,15-01-2015,1
8,97,2015,1,15,15-01-2015,1
8,97,2015,1,17,17-01-2015,1
8,97,2015,1,22,22-01-2015,1
8,97,2015,1,22,22-01-2015,1
8,97,2015,1,23,23-01-2015,1
8,97,2015,1,24,24-01-2015,1
8,97,2015,2,3,03-02-2015,1
8,97,2015,2,8,08-02-2015,1
8,97,2015,2,8,08-02-2015,1
8,97,2015,2,19,19-02-2015,1
8,97,2015,2,19,19-02-2015,1
8,97,2015,2,21,21-02-2015,1
8,97,2015,2,26,26-02-2015,1
8,97,2015,3,2,02-03-2015,1
8,97,2015,3,7,07-03-2015,1
8,97,2015,3,13,13-03-2015,1
8,97,2015,3,16,16-03-2015,1
8,97,2015,3,17,17-03-2015,1
8,97,2015,3,19,19-03-2015,1
8,97,2015,3,21,21-03-2015,1
8,97,2015,3,25,25-03-2015,1
8,97,2015,3,27,27-03-2015,1
8,97,2015,3,28,28-03-2015,1
8,97,2015,4,4,04-04-2015,1
8,97,2015,4,5,05-04-2015,1
8,97,2015,4,10,10-04-2015,1
8,97,2015,4,14,14-04-2015,1
8,97,2015,4,14,14-04-2015,1
8,97,2015,4,14,14-04-2015,1
8,97,2015,4,15,15-04-2015,1
8,97,2015,4,16,16-04-2015,1
8,97,2015,4,21,21-04-2015,1
8,97,2015,5,2,02-05-2015,1
8,97,2015,5,4,04-05-2015,1
8,97,2015,5,6,06-05-2015,1
8,97,2015,5,7,07-05-2015,1
8,97,2015,5,7,07-05-2015,1
8,97,2015,5,12,12-05-2015,1
8,97,2015,5,15,15-05-2015,1
8,97,2015,5,16,16-05-2015,1
8,97,2015,5,19,19-05-2015,1
8,97,2015,5,22,22-05-2015,1
8,97,2015,5,23,23-05-2015,1
8,97,2015,5,28,28-05-2015,1
8,97,2015,6,1,01-06-2015,1
8,97,2015,6,3,03-06-2015,1
8,97,2015,6,7,07-06-2015,1
8,97,2015,6,7,07-06-2015,1
8,97,2015,6,12,12-06-2015,1
8,97,2015,6,13,13-06-2015,1
8,97,2015,6,13,13-06-2015,1
8,97,2015,6,13,13-06-2015,1
8,97,2015,6,14,14-06-2015,1
8,97,2015,6,16,16-06-2015,1
8,97,2015,6,19,19-06-2015,1
8,97,2015,6,23,23-06-2015,1
8,97,2015,7,7,07-07-2015,1
8,97,2015,7,11,11-07-2015,1
8,97,2015,7,12,12-07-2015,1
8,97,2015,7,13,13-07-2015,1
8,97,2015,7,17,17-07-2015,1
8,97,2015,7,28,28-07-2015,1
8,97,2015,7,28,28-07-2015,1
8,97,2015,7,29,29-07-2015,1
8,97,2015,8,7,07-08-2015,1
8,97,2015,8,8,08-08-2015,1
8,97,2015,8,11,11-08-2015,1
8,97,2015,8,11,11-08-2015,1
8,97,2015,8,13,13-08-2015,1
8,97,2015,8,22,22-08-2015,1
8,97,2015,8,23,23-08-2015,1
8,97,2015,8,30,30-08-2015,1
8,97,2015,8,30,30-08-2015,1
8,97,2015,9,3,03-09-2015,1
8,97,2015,9,5,05-09-2015,1
8,97,2015,9,9,09-09-2015,1
8,97,2015,9,9,09-09-2015,1
8,97,2015,9,13,13-09-2015,1
8,97,2015,9,15,15-09-2015,1
8,97,2015,9,16,16-09-2015,1
8,97,2015,9,16,16-09-2015,1
8,97,2015,9,18,18-09-2015,1
8,97,2015,9,20,20-09-2015,1
8,97,2015,9,22,22-09-2015,1
8,97,2015,10,2,02-10-2015,1
8,97,2015,10,3,03-10-2015,1
8,97,2015,10,21,21-10-2015,1
8,97,2015,10,21,21-10-2015,1
8,97,2015,10,23,23-10-2015,1
8,97,2015,10,23,23-10-2015,1
8,97,2015,10,25,25-10-2015,1
8,97,2015,10,26,26-10-2015,1
8,97,2015,10,26,26-10-2015,1
8,97,2015,10,31,31-10-2015,1
8,97,2015,11,2,02-11-2015,1
8,97,2015,11,7,07-11-2015,1
8,97,2015,11,18,18-11-2015,1
8,97,2015,11,18,18-11-2015,1
8,97,2015,11,21,21-11-2015,1
8,97,2015,11,25,25-11-2015,1
8,97,2015,11,25,25-11-2015,1
8,97,2015,11,26,26-11-2015,1
8,97,2015,11,28,28-11-2015,1
8,97,2015,12,5,05-12-2015,1
8,97,2015,12,11,11-12-2015,1
8,97,2015,12,14,14-12-2015,1
8,97,2015,12,14,14-12-2015,1
8,97,2015,12,18,18-12-2015,1
8,97,2015,12,21,21-12-2015,1
8,97,2015,12,30,30-12-2015,1
8,98,2015,1,6,06-01-2015,1
8,98,2015,1,14,14-01-2015,1
8,98,2015,1,14,14-01-2015,1
8,98,2015,1,24,24-01-2015,1
8,98,2015,2,1,01-02-2015,1
8,98,2015,2,14,14-02-2015,1
8,98,2015,2,17,17-02-2015,1
8,98,2015,2,17,17-02-2015,1
8,98,2015,2,24,24-02-2015,1
8,98,2015,3,2,02-03-2015,1
8,98,2015,3,6,06-03-2015,1
8,98,2015,3,14,14-03-2015,1
8,98,2015,3,18,18-03-2015,1
8,98,2015,3,21,21-03-2015,1
8,98,2015,4,8,08-04-2015,1
8,98,2015,4,20,20-04-2015,1
8,98,2015,4,25,25-04-2015,1
8,98,2015,4,25,25-04-2015,1
8,98,2015,4,27,27-04-2015,1
8,98,2015,5,10,10-05-2015,1
8,98,2015,5,12,12-05-2015,1
8,98,2015,5,17,17-05-2015,1
8,98,2015,5,23,23-05-2015,1
8,98,2015,5,23,23-05-2015,1
8,98,2015,6,3,03-06-2015,1
8,98,2015,6,9,09-06-2015,1
8,98,2015,6,29,29-06-2015,1
8,98,2015,6,30,30-06-2015,1
8,98,2015,7,9,09-07-2015,1
8,98,2015,7,16,16-07-2015,1
8,98,2015,7,18,18-07-2015,1
8,98,2015,7,30,30-07-2015,1
8,98,2015,8,25,25-08-2015,1
8,98,2015,8,25,25-08-2015,1
8,98,2015,9,1,01-09-2015,1
8,98,2015,9,3,03-09-2015,1
8,98,2015,9,3,03-09-2015,1
8,98,2015,9,20,20-09-2015,1
8,98,2015,9,22,22-09-2015,1
8,98,2015,9,29,29-09-2015,1
8,98,2015,10,6,06-10-2015,1
8,98,2015,10,10,10-10-2015,1
8,98,2015,11,2,02-11-2015,1
8,98,2015,11,3,03-11-2015,1
8,98,2015,11,4,04-11-2015,1
8,98,2015,11,5,05-11-2015,1
8,98,2015,11,5,05-11-2015,1
8,98,2015,11,8,08-11-2015,1
8,98,2015,11,12,12-11-2015,1
8,98,2015,11,13,13-11-2015,1
8,98,2015,11,19,19-11-2015,1
8,98,2015,11,26,26-11-2015,1
8,98,2015,11,27,27-11-2015,1
8,98,2015,11,28,28-11-2015,1
8,98,2015,12,1,01-12-2015,1
8,98,2015,12,1,01-12-2015,1
8,98,2015,12,2,02-12-2015,1
8,98,2015,12,4,04-12-2015,1
8,98,2015,12,9,09-12-2015,1
8,98,2015,12,9,09-12-2015,1
8,98,2015,12,15,15-12-2015,1
8,98,2015,12,17,17-12-2015,1
8,98,2015,12,18,18-12-2015,1
8,98,2015,12,19,19-12-2015,1
8,98,2015,12,20,20-12-2015,1
8,98,2015,12,27,27-12-2015,1
8,99,2015,1,1,01-01-2015,1
8,99,2015,1,15,15-01-2015,1
8,99,2015,1,18,18-01-2015,1
8,99,2015,1,27,27-01-2015,1
8,99,2015,1,30,30-01-2015,1
8,99,2015,2,2,02-02-2015,1
8,99,2015,2,8,08-02-2015,1
8,99,2015,2,8,08-02-2015,1
8,99,2015,2,9,09-02-2015,1
8,99,2015,2,10,10-02-2015,1
8,99,2015,2,13,13-02-2015,1
8,99,2015,2,15,15-02-2015,1
8,99,2015,2,18,18-02-2015,1
8,99,2015,3,4,04-03-2015,1
8,99,2015,3,6,06-03-2015,1
8,99,2015,3,7,07-03-2015,1
8,99,2015,3,8,08-03-2015,1
8,99,2015,3,11,11-03-2015,1
8,99,2015,3,14,14-03-2015,1
8,99,2015,3,16,16-03-2015,1
8,99,2015,3,18,18-03-2015,1
8,99,2015,3,20,20-03-2015,1
8,99,2015,3,22,22-03-2015,1
8,99,2015,3,29,29-03-2015,1
8,99,2015,3,31,31-03-2015,1
8,99,2015,4,4,04-04-2015,1
8,99,2015,4,5,05-04-2015,1
8,99,2015,4,5,05-04-2015,1
8,99,2015,4,9,09-04-2015,1
8,99,2015,4,12,12-04-2015,1
8,99,2015,4,14,14-04-2015,1
8,99,2015,4,15,15-04-2015,1
8,99,2015,4,23,23-04-2015,1
8,99,2015,4,25,25-04-2015,1
8,99,2015,5,2,02-05-2015,1
8,99,2015,5,5,05-05-2015,1
8,99,2015,5,5,05-05-2015,1
8,99,2015,5,20,20-05-2015,1
8,99,2015,5,23,23-05-2015,1
8,99,2015,5,29,29-05-2015,1
8,99,2015,5,29,29-05-2015,1
8,99,2015,5,29,29-05-2015,1
8,99,2015,6,5,05-06-2015,1
8,99,2015,6,13,13-06-2015,1
8,99,2015,6,14,14-06-2015,1
8,99,2015,6,23,23-06-2015,1
8,99,2015,6,25,25-06-2015,1
8,99,2015,6,25,25-06-2015,1
8,99,2015,6,25,25-06-2015,1
8,99,2015,6,28,28-06-2015,1
8,99,2015,7,7,07-07-2015,1
8,99,2015,7,7,07-07-2015,1
8,99,2015,7,8,08-07-2015,1
8,99,2015,7,8,08-07-2015,1
8,99,2015,7,8,08-07-2015,1
8,99,2015,7,9,09-07-2015,1
8,99,2015,7,11,11-07-2015,1
8,99,2015,7,13,13-07-2015,1
8,99,2015,7,24,24-07-2015,1
8,99,2015,7,28,28-07-2015,1
8,99,2015,8,3,03-08-2015,1
8,99,2015,8,8,08-08-2015,1
8,99,2015,8,8,08-08-2015,1
8,99,2015,8,15,15-08-2015,1
8,99,2015,8,15,15-08-2015,1
8,99,2015,8,17,17-08-2015,1
8,99,2015,8,18,18-08-2015,1
8,99,2015,8,23,23-08-2015,1
8,99,2015,8,28,28-08-2015,1
8,99,2015,8,30,30-08-2015,1
8,99,2015,9,4,04-09-2015,1
8,99,2015,9,6,06-09-2015,1
8,99,2015,9,9,09-09-2015,1
8,99,2015,9,11,11-09-2015,1
8,99,2015,9,15,15-09-2015,1
8,99,2015,9,18,18-09-2015,1
8,99,2015,9,21,21-09-2015,1
8,99,2015,9,28,28-09-2015,1
8,99,2015,10,1,01-10-2015,1
8,99,2015,10,3,03-10-2015,1
8,99,2015,10,17,17-10-2015,1
8,99,2015,10,23,23-10-2015,1
8,99,2015,11,2,02-11-2015,1
8,99,2015,11,4,04-11-2015,1
8,99,2015,11,7,07-11-2015,1
8,99,2015,11,8,08-11-2015,1
8,99,2015,11,15,15-11-2015,1
8,99,2015,11,19,19-11-2015,1
8,99,2015,11,20,20-11-2015,1
8,99,2015,11,25,25-11-2015,1
8,99,2015,12,1,01-12-2015,1
8,99,2015,12,5,05-12-2015,1
8,99,2015,12,13,13-12-2015,1
8,99,2015,12,22,22-12-2015,1
8,99,2015,12,23,23-12-2015,1
8,99,2015,12,24,24-12-2015,1
8,99,2015,12,25,25-12-2015,1
8,99,2015,12,25,25-12-2015,1
8,99,2015,12,28,28-12-2015,1
8,99,2015,12,31,31-12-2015,1
8,99,2015,12,31,31-12-2015,1
8,99,2015,12,31,31-12-2015,1
8,100,2015,1,2,02-01-2015,1
8,100,2015,1,2,02-01-2015,1
8,100,2015,1,4,04-01-2015,1
8,100,2015,1,5,05-01-2015,1
8,100,2015,1,5,05-01-2015,1
8,100,2015,1,5,05-01-2015,1
8,100,2015,1,6,06-01-2015,1
8,100,2015,1,6,06-01-2015,1
8,100,2015,1,8,08-01-2015,1
8,100,2015,1,8,08-01-2015,1
8,100,2015,1,11,11-01-2015,1
8,100,2015,1,13,13-01-2015,1
8,100,2015,1,13,13-01-2015,1
8,100,2015,1,13,13-01-2015,1
8,100,2015,1,15,15-01-2015,1
8,100,2015,1,16,16-01-2015,1
8,100,2015,1,19,19-01-2015,1
8,100,2015,1,19,19-01-2015,1
8,100,2015,1,19,19-01-2015,1
8,100,2015,1,20,20-01-2015,1
8,100,2015,1,21,21-01-2015,1
8,100,2015,1,21,21-01-2015,1
8,100,2015,1,22,22-01-2015,1
8,100,2015,1,25,25-01-2015,1
8,100,2015,1,25,25-01-2015,1
8,100,2015,1,27,27-01-2015,1
8,100,2015,1,28,28-01-2015,1
8,100,2015,1,29,29-01-2015,1
8,100,2015,1,29,29-01-2015,1
8,100,2015,1,29,29-01-2015,1
8,100,2015,1,29,29-01-2015,1
8,100,2015,1,30,30-01-2015,1
8,100,2015,1,31,31-01-2015,1
8,100,2015,2,2,02-02-2015,1
8,100,2015,2,3,03-02-2015,1
8,100,2015,2,3,03-02-2015,1
8,100,2015,2,5,05-02-2015,1
8,100,2015,2,5,05-02-2015,1
8,100,2015,2,7,07-02-2015,1
8,100,2015,2,8,08-02-2015,1
8,100,2015,2,9,09-02-2015,1
8,100,2015,2,9,09-02-2015,1
8,100,2015,2,9,09-02-2015,1
8,100,2015,2,10,10-02-2015,1
8,100,2015,2,11,11-02-2015,1
8,100,2015,2,11,11-02-2015,1
8,100,2015,2,12,12-02-2015,1
8,100,2015,2,13,13-02-2015,1
8,100,2015,2,14,14-02-2015,1
8,100,2015,2,14,14-02-2015,1
8,100,2015,2,14,14-02-2015,1
8,100,2015,2,15,15-02-2015,1
8,100,2015,2,17,17-02-2015,1
8,100,2015,2,18,18-02-2015,1
8,100,2015,2,19,19-02-2015,1
8,100,2015,2,20,20-02-2015,1
8,100,2015,2,21,21-02-2015,1
8,100,2015,2,21,21-02-2015,1
8,100,2015,2,22,22-02-2015,1
8,100,2015,2,23,23-02-2015,1
8,100,2015,2,24,24-02-2015,1
8,100,2015,2,24,24-02-2015,1
8,100,2015,2,25,25-02-2015,1
8,100,2015,2,25,25-02-2015,1
8,100,2015,2,25,25-02-2015,1
8,100,2015,2,26,26-02-2015,1
8,100,2015,2,27,27-02-2015,1
8,100,2015,2,27,27-02-2015,1
8,100,2015,3,5,05-03-2015,1
8,100,2015,3,7,07-03-2015,1
8,100,2015,3,8,08-03-2015,1
8,100,2015,3,11,11-03-2015,1
8,100,2015,3,11,11-03-2015,1
8,100,2015,3,12,12-03-2015,1
8,100,2015,3,12,12-03-2015,1
8,100,2015,3,18,18-03-2015,1
8,100,2015,3,18,18-03-2015,1
8,100,2015,3,18,18-03-2015,1
8,100,2015,3,20,20-03-2015,1
8,100,2015,3,20,20-03-2015,1
8,100,2015,3,21,21-03-2015,1
8,100,2015,3,22,22-03-2015,1
8,100,2015,3,24,24-03-2015,1
8,100,2015,3,25,25-03-2015,1
8,100,2015,3,26,26-03-2015,1
8,100,2015,3,28,28-03-2015,1
8,100,2015,3,29,29-03-2015,1
8,100,2015,3,29,29-03-2015,1
8,100,2015,3,29,29-03-2015,1
8,100,2015,3,30,30-03-2015,1
8,100,2015,3,30,30-03-2015,1
8,100,2015,4,2,02-04-2015,1
8,100,2015,4,2,02-04-2015,1
8,100,2015,4,2,02-04-2015,1
8,100,2015,4,5,05-04-2015,1
8,100,2015,4,5,05-04-2015,1
8,100,2015,4,6,06-04-2015,1
8,100,2015,4,7,07-04-2015,1
8,100,2015,4,7,07-04-2015,1
8,100,2015,4,7,07-04-2015,1
8,100,2015,4,8,08-04-2015,1
8,100,2015,4,8,08-04-2015,1
8,100,2015,4,9,09-04-2015,1
8,100,2015,4,9,09-04-2015,1
8,100,2015,4,10,10-04-2015,1
8,100,2015,4,11,11-04-2015,1
8,100,2015,4,11,11-04-2015,1
8,100,2015,4,15,15-04-2015,1
8,100,2015,4,17,17-04-2015,1
8,100,2015,4,17,17-04-2015,1
8,100,2015,4,18,18-04-2015,1
8,100,2015,4,18,18-04-2015,1
8,100,2015,4,19,19-04-2015,1
8,100,2015,4,22,22-04-2015,1
8,100,2015,4,22,22-04-2015,1
8,100,2015,4,23,23-04-2015,1
8,100,2015,4,24,24-04-2015,1
8,100,2015,4,24,24-04-2015,1
8,100,2015,4,26,26-04-2015,1
8,100,2015,4,26,26-04-2015,1
8,100,2015,4,28,28-04-2015,1
8,100,2015,4,29,29-04-2015,1
8,100,2015,5,2,02-05-2015,1
8,100,2015,5,3,03-05-2015,1
8,100,2015,5,3,03-05-2015,1
8,100,2015,5,5,05-05-2015,1
8,100,2015,5,5,05-05-2015,1
8,100,2015,5,7,07-05-2015,1
8,100,2015,5,7,07-05-2015,1
8,100,2015,5,8,08-05-2015,1
8,100,2015,5,10,10-05-2015,1
8,100,2015,5,11,11-05-2015,1
8,100,2015,5,11,11-05-2015,1
8,100,2015,5,12,12-05-2015,1
8,100,2015,5,14,14-05-2015,1
8,100,2015,5,15,15-05-2015,1
8,100,2015,5,16,16-05-2015,1
8,100,2015,5,18,18-05-2015,1
8,100,2015,5,19,19-05-2015,1
8,100,2015,5,21,21-05-2015,1
8,100,2015,5,22,22-05-2015,1
8,100,2015,5,22,22-05-2015,1
8,100,2015,5,23,23-05-2015,1
8,100,2015,5,23,23-05-2015,1
8,100,2015,5,23,23-05-2015,1
8,100,2015,5,24,24-05-2015,1
8,100,2015,5,25,25-05-2015,1
8,100,2015,5,28,28-05-2015,1
8,100,2015,5,30,30-05-2015,1
8,100,2015,5,31,31-05-2015,1
